DATE,TIME,SITE,Point 2 evaluation,POINT,LON,LAT,UTM ZONE,UTM LONGITUDE,UTM LATITUDE,ELEVATION,POSITION ERROR [m],NOTE,PRESSURE,TEMP_C,HUMIDITY,ACCUMULATION CHAMBER,ACK,0:CH4_LLIMIT [sec],0:CH4_RLIMIT [sec],CH4_LCONC,CH4_RCONC,CH4_SLOPE,0:CH4_SLOPE_ABS_ERR [ppm/s],CH4_FLUX,CH4_R2,1:H2S_LLIMIT [sec],1:H2S_RLIMIT [sec],1:H2S_LCONC [ppm],1:H2S_RCONC [ppm],1:H2S_SLOPE [ppm/s],1:H2S_SLOPE_ABS_ERR [ppm/s],1:H2S_FLUX [mol/mq/day],1:H2S_r^2,2:CO2_LLIMIT [sec],2:CO2_RLIMIT [sec],CO2_LCONC,CO2_RCONC,CO2_SLOPE,2:CO2_SLOPE_ABS_ERR [ppm/s],CO2_FLUX,CO2_R2,CO2_FLUX_g,CH4_FLUX_g,CO2_FLUX_kgm2s,CH4_FLUX_kgm2s
2023-02-07,07:34:10,domes,37,37,36.321351,-0.92473,-37,201862.6875,9897677,2009.5,3.2,none,808.8,30.8,75.2,B,0.5,46.0,76.0,1.4,1.6,0.02323,0.003899,0.01161,0.55,0.0,30.0,0.27,0.743,0.01599,0.00202,0.007995,0.684,14,45,304.0,318.9,0.4646,0.009776,0.2323,0.987,10.223523,0.1862244,1.183278125e-07,2.155375e-09
2023-02-08,08:18:12,domes,38,38,36.346007,-0.924734,-37,204608.921875,9897679,2022.2,3.2,none,807.7,29.5,38.6,B,0.5,0.0,30.0,0.3,0.7,0.008427,0.002053,0.004214,0.367,0.0,30.0,0.298,0.74,0.01518,0.001511,0.007588,0.777,13,43,298.3,311.3,0.4647,0.01099,0.2324,0.984,10.227924,0.06759256,1.1837875e-07,7.823212962962963e-10
2023-02-09,08:45:05,domes,39,39,36.343356,-0.924054,-37,204313.59375,9897754,1990.7,3.2,none,810.6,35.5,77.0,B,0.5,43.0,77.0,0.3,0.9,0.008908,0.002177,0.004454,0.337,0.0,30.0,0.348,0.711,0.0128,0.001433,0.006398,0.733,84,115,346.3,362.0,0.4929,0.008056,0.2464,0.992,10.844064,0.07144215999999999,1.2551e-07,8.268768518518518e-10
2023-02-10,09:28:33,domes,40,40,36.340905,-0.924569,-37,204040.640625,9897696,1987.2,3.2,none,810.9,20.0,0.0,B,0.5609,0.0,30.0,0.3,0.7,0.007137,0.001861,0.004003,0.336,30.0,60.0,0.395,0.429,0.001355,4.166e-05,0.0007599,0.973,11,41,321.0,326.5,0.3054,0.01684,0.1713,0.919,7.538913,0.06420812,8.725593750000001e-08,7.431495370370369e-10
2023-02-11,09:51:06,domes,41,41,36.338851,-0.924438,-37,203811.859375,9897711,1995.1,3.2,none,810.2,29.8,66.1,B,0.5,104.0,134.0,0.4,0.5,0.00371,0.0005922,0.001855,0.575,23.0,53.0,0.271,0.35,0.002789,3.947e-05,0.001394,0.994,14,44,315.3,324.2,0.3127,0.00989,0.1563,0.972,6.878762999999999,0.0297542,7.96153125e-08,3.443773148148148e-10
2023-02-12,07:31:46,domes,42,42,36.348092,-0.924665,-37,204841.140625,9897686,2033.8,3.2,none,806.6,26.2,57.9,B,0.5,82.0,112.0,0.8,0.9,0.004113,0.0008523,0.002056,0.445,3.0,33.0,0.417,0.458,0.001813,7.547e-05,0.0009063,0.952,11,41,409.3,430.0,0.6509,0.04186,0.3255,0.893,14.325255,0.03297824,1.658015625e-07,3.8169259259259255e-10
2023-02-13,07:41:32,domes,43,43,36.349963,-0.924536,-37,205049.53125,9897701,2016.1,3.2,none,808.2,26.3,58.9,B,0.5,94.0,124.0,0.8,0.9,0.004355,0.000629,0.002177,0.623,0.0,30.0,0.256,0.449,0.006817,0.0005109,0.003409,0.86,11,41,313.7,327.3,0.4838,0.01367,0.2419,0.977,10.646018999999999,0.03491908,1.232178125e-07,4.041560185185185e-10
2023-02-14,08:00:00,domes,44,44,36.352645,-0.924567,-37,205348.25,9897698,1982.5,3.2,none,811.3,30.0,51.0,B,0.5,102.0,132.0,0.8,0.9,0.004032,0.0008655,0.002016,0.428,30.0,60.0,0.393,0.411,0.0006698,1.938e-05,0.0003349,0.976,86,116,322.9,384.8,2.16,0.02507,1.08,0.996,47.5308,0.03233664,5.50125e-07,3.742666666666667e-10
2023-02-15,08:34:17,domes,45,45,36.359339,-0.924582,-37,206093.828125,9897696,2094.7,3.2,none,801.2,28.4,48.9,B,0.5,98.0,128.0,0.8,0.9,0.004597,0.0005422,0.002298,0.713,24.0,54.0,0.202,0.293,0.003438,8.705e-05,0.001719,0.982,86,118,325.2,332.3,0.217,0.004949,0.1085,0.984,4.775085,0.03685992,5.52671875e-08,4.266194444444444e-10
2023-02-17,09:07:36,domes,47,47,36.354928,-0.924242,-37,205602.5,9897734,1991.7,3.2,none,810.5,32.9,45.3,B,0.5,27.0,57.0,0.4,0.5,0.003387,0.0005983,0.001694,0.525,19.0,49.0,0.174,0.293,0.004243,8.023e-05,0.002121,0.99,52,82,344.1,414.8,2.483,0.02989,1.242,0.996,54.660419999999995,0.02717176,6.3264375e-07,3.1448796296296295e-10
2023-02-18,09:51:42,domes,48,48,36.360934,-0.924939,-37,206271.515625,9897657,2050.5,3.2,none,805.1,36.6,39.1,B,0.5,30.0,68.0,0.4,0.5,0.00249,0.0006023,0.001245,0.316,15.0,45.0,-0.019,0.18,0.007372,0.0001167,0.003686,0.993,13,44,307.0,316.7,0.2877,0.01149,0.1439,0.954,6.333038999999999,0.0199698,7.329906249999999e-08,2.3113194444444445e-10
2023-02-20,10:45:44,domes,50,50,36.366147,-0.924671,-37,206852.109375,9897687,1988.5,3.2,none,810.7,31.3,40.1,B,0.5,0.0,30.0,0.7,1.0,0.008669,0.001402,0.004335,0.569,25.0,55.0,-0.292,-0.003,0.01031,0.0001522,0.005155,0.994,126,156,293.2,356.6,2.27,0.02673,1.135,0.996,49.95135,0.0695334,5.78140625e-07,8.047847222222222e-10
2023-02-22,07:58:28,domes,52,52,36.368416,-0.933651,-37,207105.5625,9896694,1916.3,3.2,none,817.3,20.0,0.0,B,0.5654,80.0,131.0,0.4,0.5,0.002493,0.0003104,0.001409,0.563,30.0,60.0,0.324,0.364,0.001427,1.855e-05,0.0008068,0.995,11,48,326.4,337.7,0.3031,0.01121,0.1714,0.953,7.543314,0.02260036,8.7306875e-08,2.615782407407407e-10
2023-02-23,08:27:33,domes,53,53,36.366465,-0.933765,-37,206888.28125,9896681,1916.2,3.2,none,817.3,32.6,39.5,B,0.5,2.0,32.0,0.7,0.8,0.003508,0.000681,0.001754,0.478,26.0,56.0,0.086,0.184,0.003519,8.26e-05,0.00176,0.984,59,103,334.2,345.9,0.2591,0.004778,0.1295,0.986,5.699295,0.02813416,6.59640625e-08,3.2562685185185186e-10
2023-02-24,08:49:31,domes,54,54,36.36418,-0.933243,-37,206633.734375,9896739,1944.0,3.2,none,814.8,36.0,37.9,B,0.5,48.0,79.0,0.2,0.3,0.003886,0.0006775,0.001943,0.523,19.0,49.0,0.055,0.189,0.005061,0.000122,0.002531,0.983,12,42,325.2,398.5,2.542,0.02931,1.271,0.996,55.93670999999999,0.03116572,6.47415625e-07,3.6071435185185187e-10
2023-02-25,09:20:21,domes,55,55,36.361786,-0.933552,-37,206367.125,9896704,1970.7,3.2,none,812.4,34.4,33.3,B,0.5,0.0,30.0,0.7,0.8,0.002863,0.0007781,0.001431,0.318,20.0,50.0,-0.198,0.053,0.008848,0.0001169,0.004424,0.995,53,83,313.9,382.0,2.365,0.02606,1.183,0.996,52.06383,0.02295324,6.02590625e-07,2.6566249999999996e-10
2023-02-27,10:01:37,domes,57,57,36.357123,-0.93364,-37,205847.765625,9896694,1994.7,3.2,none,810.2,24.9,46.2,B,0.5,104.0,134.0,0.8,0.9,0.004516,0.0006109,0.002258,0.653,17.0,47.0,-0.094,0.161,0.009253,0.0001257,0.004627,0.995,11,41,332.9,371.4,1.37,0.02536,0.6849,0.99,30.142448999999996,0.03621832,3.4887093749999993e-07,4.1919351851851853e-10
2023-02-28,07:25:41,domes,58,58,36.355437,-0.93382,-37,205660.0,9896674,1958.8,3.2,none,813.5,28.0,90.4,B,0.5,20.0,50.0,1.1,1.4,0.01073,0.001601,0.005363,0.607,0.1,30.0,0.402,0.531,0.004973,0.0001919,0.002487,0.959,23,53,318.9,382.3,2.171,0.0175,1.085,0.998,47.75085,0.08602251999999999,5.52671875e-07,9.956310185185185e-10
2023-03-01,08:19:16,domes,59,59,36.352186,-0.933492,-37,205297.875,9896710,2009.4,3.2,none,808.9,27.2,49.7,B,0.5,86.0,116.0,0.4,0.5,0.003911,0.0009192,0.001956,0.384,1.0,31.0,0.257,0.804,0.02153,0.001594,0.01077,0.863,13,43,408.4,451.4,1.415,0.01739,0.7075,0.996,31.137075,0.03137424,3.603828125e-07,3.6312777777777774e-10
2023-03-02,08:38:18,domes,60,60,36.350192,-0.933637,-37,205075.796875,9896694,2042.3,3.2,none,805.9,32.1,95.2,B,0.5,44.0,74.0,0.4,0.5,0.003145,0.0007396,0.001573,0.384,0.0,30.0,0.363,0.69,0.01135,0.001203,0.005674,0.754,12,50,513.2,552.0,0.9972,0.009688,0.4986,0.997,21.943385999999997,0.025230919999999997,2.539743749999999e-07,2.9202453703703703e-10
2023-03-03,09:14:24,domes,61,61,36.348105,-0.933891,-37,204843.359375,9896666,2046.0,3.2,none,805.5,33.6,89.2,B,0.5,45.0,77.0,0.7,1.4,0.01845,0.002505,0.009225,0.636,0.0,30.0,0.328,0.757,0.01389,0.001562,0.006947,0.732,130,160,492.0,592.4,3.453,0.02279,1.727,0.999,76.00527,0.147969,8.79690625e-07,1.7126041666666667e-09
2023-03-04,09:14:24,domes,62,62,36.348105,-0.933891,-37,204843.359375,9896666,2046.0,3.2,none,805.5,33.6,89.2,B,0.5,45.0,77.0,0.7,1.4,0.01845,0.002505,0.009225,0.636,0.0,30.0,0.328,0.757,0.01389,0.001562,0.006947,0.732,130,160,492.0,592.4,3.453,0.02279,1.727,0.999,76.00527,0.147969,8.79690625e-07,1.7126041666666667e-09
2023-03-05,09:39:39,domes,63,63,36.345872,-0.933104,-37,204594.578125,9896752,1966.3,3.2,none,812.8,32.3,40.0,B,0.5,85.0,115.0,0.4,0.4,0.00496,0.0008061,0.00248,0.566,0.0,30.0,0.364,0.712,0.01221,0.001423,0.006107,0.717,0,30,450.6,597.3,4.879,0.3032,2.439,0.899,107.34039,0.0397792,1.2423656249999999e-06,4.604074074074074e-10
2023-03-06,10:58:39,domes,64,64,36.328734,-0.93316,-37,202685.734375,9896745,1948.1,3.2,none,814.4,32.5,87.5,B,0.5,74.0,104.0,0.4,0.5,0.003548,0.0007062,0.001774,0.465,0.0,30.0,0.376,0.71,0.01286,0.001071,0.00643,0.832,11,53,348.5,369.1,0.4648,0.009856,0.2324,0.982,10.227924,0.028454959999999998,1.1837875e-07,3.293398148148148e-10
2023-03-08,08:10:12,domes,66,66,36.340718,-0.933027,-37,204020.515625,9896760,1935.9,3.2,none,815.5,30.6,79.5,B,0.5,13.0,48.0,1.1,1.4,0.007027,0.00109,0.003514,0.55,0.0,30.0,0.406,0.648,0.008867,0.0008799,0.004433,0.778,50,81,398.1,417.2,0.6203,0.01133,0.3101,0.99,13.647500999999998,0.05636456,1.5795718749999998e-07,6.523675925925926e-10
2023-03-10,08:33:32,domes,68,68,36.336087,-0.933612,-37,203504.765625,9896695,1881.6,3.2,none,820.5,26.7,71.8,B,0.5,0.0,31.0,0.7,0.9,0.005187,0.001012,0.002593,0.467,44.0,74.0,0.364,0.408,0.001694,3.663e-05,0.0008468,0.987,11,41,313.7,363.5,1.726,0.021330000000000002,0.863,0.996,37.98063,0.04159171999999999,4.39590625e-07,4.81385648148148e-10
2023-03-12,09:09:32,domes,70,70,36.332911,-0.933434,-37,203151.0,9896715,1888.7,3.2,none,819.9,33.5,87.9,B,0.5,24.0,54.0,0.5,0.9,0.01573,0.001465,0.007863,0.799,0.0,30.0,0.342,0.652,0.01066,0.001251,0.005332,0.715,44,74,383.0,468.5,2.848,0.05206,1.424,0.99,62.67023999999999,0.12612252,7.253499999999999e-07,1.4597513888888886e-09
2023-03-13,09:33:29,domes,71,71,36.330704,-0.933599,-37,202905.1875,9896696,1911.6,3.2,none,817.8,35.7,45.6,B,0.5,0.0,30.0,0.5,0.9,0.00875,0.001284,0.004375,0.616,51.0,81.0,0.154,0.24,0.002925,4.358e-05,0.001463,0.994,25,55,287.5,358.2,2.378,0.02145,1.189,0.998,52.327890000000004,0.070175,6.056468750000001e-07,8.122106481481481e-10
2023-03-14,07:40:54,domes,72,72,36.287148,-0.933442,-37,198053.75,9896710,1913.2,3.2,none,817.6,30.2,90.7,B,0.5,33.0,63.0,0.5,0.8,0.01306,0.00126,0.006532,0.788,0.0,30.0,0.438,0.799,0.01534,0.001106,0.007672,0.869,11,41,372.9,391.3,0.6398,0.03073,0.3199,0.937,14.078799,0.10477327999999998,1.629490625e-07,1.2126537037037036e-09
2023-03-18,10:42:02,domes,76,76,36.324285,-0.933376,-37,202190.21875,9896720,1986.1,3.2,none,811.0,32.2,93.1,B,0.5,8.0,38.0,1.0,1.0,0.003508,0.0007194,0.001754,0.451,0.0,30.0,0.388,0.577,0.007277,0.000892,0.003639,0.697,11,41,511.1,547.3,1.314,0.03071,0.657,0.984,28.91457,0.02813416,3.34659375e-07,3.2562685185185186e-10
2023-03-20,11:08:37,domes,78,78,36.325379,-0.93378,-37,202312.09375,9896676,1970.1,3.2,none,812.4,35.6,96.8,B,0.5,57.0,87.0,0.8,0.9,0.003992,0.000768,0.001996,0.482,0.0,30.0,0.33,0.703,0.01248,0.001945,0.006242,0.587,32,62,358.4,441.8,2.781,0.03335,1.39,0.996,61.173899999999996,0.03201584,7.0803125e-07,3.7055370370370364e-10
2023-03-21,07:42:17,domes,79,79,36.372843,-0.933645,-37,207598.640625,9896695,1928.6,3.2,none,816.2,28.4,90.4,B,0.5,17.0,47.0,0.9,1.0,0.004718,0.0007424,0.002359,0.582,0.0,30.0,0.519,0.886,0.01232,0.001397,0.006162,0.729,10,40,504.9,532.6,0.9624,0.03215,0.4812,0.969,21.177612,0.037838359999999994,2.4511125e-07,4.3794398148148145e-10
2023-03-23,08:15:20,domes,81,81,36.37734,-0.933623,-37,208099.5,9896698,1952.3,3.2,none,814.0,29.3,94.7,B,0.5,67.0,97.0,0.5,0.7,0.01601,0.002251,0.008004,0.636,0.1,30.0,0.384,0.717,0.01094,0.001653,0.005468,0.601,112,142,419.8,496.1,2.6,0.0186,1.3,0.999,57.213,0.12838416,6.621875e-07,1.485927777777778e-09
2023-03-24,08:38:30,domes,82,82,36.379549,-0.933617,-37,208345.53125,9896698,1970.0,3.2,none,812.4,29.3,86.9,B,0.5,82.0,112.0,0.4,0.5,0.004234,0.000569,0.002117,0.656,0.0,30.0,0.314,0.645,0.01121,0.001749,0.005607,0.586,74,104,565.0,667.3,3.563,0.03254,1.781,0.998,78.38180999999999,0.033956679999999996,9.071968749999998e-07,3.930171296296296e-10
2023-03-25,08:53:11,domes,83,83,36.381912,-0.93394,-37,208608.75,9896663,1984.3,3.2,none,811.1,20.0,70.2,B,0.5611,0.0,47.0,0.5,0.7,0.003734,0.0007956,0.002095,0.324,58.0,88.0,0.402,0.414,0.0004907,2.598e-05,0.0002753,0.925,11,41,422.9,483.6,2.141,0.03166,1.201,0.994,52.85601,0.033603799999999996,6.117593749999999e-07,3.8893287037037036e-10
2023-03-26,09:04:56,domes,84,84,36.384068,-0.933516,-37,208848.84375,9896710,2000.4,3.2,none,809.7,27.3,74.4,B,0.5,122.0,156.0,0.1,0.3,0.006779,0.0004668,0.003389,0.865,8.0,38.0,0.25,0.365,0.003896,0.0001296,0.001948,0.969,90,120,504.3,560.8,2.019,0.02283,1.009,0.996,44.40608999999999,0.05435956,5.13959375e-07,6.291615740740741e-10
2023-03-27,09:20:43,domes,85,85,36.386271,-0.933433,-37,209094.203125,9896719,2029.1,3.2,none,807.1,31.0,87.4,B,0.5,40.0,73.0,0.3,0.5,0.004416,0.000609,0.002208,0.622,0.0,30.0,0.302,0.525,0.008258,0.000532,0.004129,0.893,87,117,429.9,516.2,3.086,0.03029,1.543,0.997,67.90742999999999,0.035416319999999994,7.859656249999999e-07,4.0991111111111105e-10
2023-03-28,07:21:26,domes,86,86,36.388633,-0.933609,-37,209357.28125,9896700,2061.3,3.2,none,804.2,26.6,62.2,B,0.5,0.0,43.0,1.0,1.3,0.006061,0.0007209,0.00303,0.627,0.0,30.0,0.454,0.666,0.006952,0.0006338,0.003476,0.806,51,86,380.4,395.5,0.4203,0.007382,0.2102,0.99,9.250902,0.0486012,1.07070625e-07,5.625138888888888e-10
2023-03-29,07:40:09,domes,87,87,36.390548,-0.933267,-37,209570.546875,9896738,2083.2,3.2,none,802.2,27.7,91.0,B,0.5,100.0,130.0,0.2,0.3,0.004153,0.0006744,0.002077,0.567,0.0,30.0,0.415,0.638,0.008506,0.0007313,0.004253,0.823,12,47,336.6,357.4,0.5635,0.01454,0.2818,0.978,12.402018,0.03331508,1.43541875e-07,3.8559120370370365e-10
2023-03-30,08:05:01,domes,88,88,36.391457,-0.933182,-37,209671.78125,9896748,2097.7,3.2,none,800.9,27.8,92.8,B,0.5,0.0,30.0,0.1,0.5,0.01343,0.002764,0.006714,0.449,0.0,30.0,0.314,0.667,0.01255,0.001102,0.006273,0.817,15,50,304.4,315.8,0.3267,0.008794,0.1634,0.976,7.191233999999999,0.10769256,8.323187499999998e-08,1.2464416666666667e-09
2023-03-31,08:49:48,domes,89,89,36.386163,-0.942335,-37,209082.90625,9895734,1966.0,3.2,none,812.8,33.3,68.7,B,0.5,124.0,154.0,0.7,0.8,0.004234,0.000569,0.002117,0.656,0.0,30.0,0.26,0.614,0.01219,0.001352,0.006093,0.737,15,45,306.1,322.0,0.5221,0.01212,0.2611,0.985,11.491011,0.033956679999999996,1.3299781250000002e-07,3.930171296296296e-10
2023-04-01,09:19:40,domes,90,90,36.389075,-0.94305,-37,209407.296875,9895656,1978.6,3.2,none,811.6,34.8,72.1,B,0.5,35.0,65.0,0.5,0.7,0.009677,0.001038,0.004839,0.75,0.0,30.0,0.248,0.563,0.0112,0.0003703,0.005601,0.969,14,44,371.0,397.7,0.8747,0.01361,0.4374,0.993,19.249973999999998,0.07761756,2.22800625e-07,8.983513888888889e-10
